orf_id	Essential	orf_size	upstream_size	downstream_size	upstream_conservation	downstream_conservation	recombination	paralagous_count	phyletic_retention	promoter_count(Harbison_et_al)	DIP_degree	MW	PI	CAI	Codon_bias	ALA	ARG	ASN	ASP	CYS	GLN	GLU	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL	FOP_score	Gravy_score	aromaticity_score	num places loc	actin	ambiguous	bud	bud neck	cell periphery	cytoplasm	endosome	ER	ER to Golgi	Golgi	Golgi to ER	Golgi to Vacuole	lipid particle	microtubule	mitochondrion	nuclear periphery	nucleolus	nucleus	peroxisome	punctate composite	spindle pole	vacuolar membrane	vacuole
YOR346W	0	2958	3758	156	0.076	0.326923077	1.19	0	3	274	0	112226	8.49	0.133	-0.007	40	47	69	59	22	45	57	47	27	66	114	83	15	42	35	84	52	8	27	46	0.405	-0.457665	0.078173	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR347C	0	1521	436	156	0.208715596	0.326923077	1.37	1	3	0	0	55195	6.9	0.13	0.147	45	29	24	34	5	19	23	37	11	45	45	25	11	17	22	31	35	1	11	36	0.49	-0.081028	0.057312	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR348C	0	1884	1006	436	0.432	0.208715596	2.09	16	2	0	1	68787	7.47	0.11	0.107	49	24	25	26	16	13	22	58	12	55	55	25	10	36	26	50	37	18	22	48	0.466	0.296172	0.121212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR349W	0	3045	1006	30	0.239	0	1.31	0	1	91	3	116647	8.18	0.13	0.052	50	43	63	55	21	65	40	21	28	89	138	61	11	65	39	97	42	11	26	49	0.441	-0.046252	0.100592	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR351C	0	1494	701	162	0.052	0.00617284	1.07	7	2	0	7	56849	7.83	0.15	0.065	19	21	29	36	14	19	26	26	16	38	58	44	8	18	18	31	21	6	17	32	0.453	-0.297586	0.082495	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR352W	0	1032	701	208	0.109843081	0.105769231	0.89	0	1	50	1	39274	4.72	0.161	0.047	10	15	31	36	4	14	17	13	9	23	35	20	4	16	15	32	16	2	13	18	0.445	-0.610787	0.090379	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR353C	1	2376	318	208	0.305031447	0.105769231	0.8	0	2	0	4	87325	7.41	0.1	-0.041	49	24	67	32	9	31	47	23	19	61	80	54	18	19	33	103	62	4	17	39	0.388	-0.343869	0.050569	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR355W	0	1569	1912	515	0.507	0.206	1.06	0	1	143	11	57048	9.46	0.143	0.065	29	15	51	26	1	22	27	18	7	22	49	42	15	13	31	93	32	3	10	16	0.435	-0.750958	0.049808	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR356W	0	1896	515	107	0.2	0	1.03	0	3	33	0	69633	7.84	0.152	0.143	37	22	23	29	9	16	50	65	12	35	53	59	13	23	33	40	30	7	27	48	0.488	-0.340729	0.090333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR357C	0	489	448	107	0.147321429	0	1.18	0	4	0	0	18770	9.96	0.121	0.089	3	11	8	3	2	3	16	10	7	10	13	13	6	11	10	16	5	1	4	10	0.458	-0.5	0.098765	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YOR358W	0	729	448	299	0.147321429	0.809364548	1.27	0	5	31	8	27675	4.33	0.113	0.064	14	16	11	17	2	21	31	16	4	14	14	9	11	9	15	14	8	2	4	10	0.445	-0.907438	0.061983	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR359W	0	1572	299	480	0.809364548	0.41875	1.18	0	3	19	3	57556	9.59	0.147	0.113	22	13	52	24	1	43	11	20	16	29	48	26	14	12	43	85	33	4	14	13	0.467	-0.73805	0.057361	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR360C	0	1581	539	480	0.326	0.41875	1.24	0	3	0	1	60999	6.6	0.165	0.054	25	20	37	32	11	25	31	13	25	42	61	32	10	31	18	41	25	8	13	26	0.451	-0.251711	0.098859	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR361C	1	2292	227	539	0.154185022	0.302411874	0.92	0	4	0	10	88129	5.88	0.304	0.344	41	38	45	49	6	22	62	29	15	40	52	59	18	47	38	56	45	17	23	61	0.618	-0.494889	0.114024	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR362C	1	867	1475	227	0.11	0.154185022	0.85	5	4	0	2	31536	4.9	0.192	0.179	24	9	15	23	3	10	22	25	9	16	21	21	3	10	10	20	13	2	10	22	0.516	-0.463542	0.076389	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR363C	0	2991	248	1475	0.205645161	0	0.96	2	0	0	0	114709	7.49	0.134	0.063	43	49	76	52	22	34	66	24	11	80	125	71	27	52	42	86	53	4	36	43	0.448	-0.219679	0.092369	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR365C	0	2112	434	248	0.092165899	0.205645161	0.95	3	0	0	0	80284	9.91	0.117	0.03	45	21	38	19	10	29	22	22	9	70	83	38	19	59	19	75	39	10	33	43	0.433	0.413087	0.145092	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR367W	0	603	434	233	0.092165899	0	1.15	0	4	36	2	22748	9.47	0.158	0.051	10	8	4	14	2	11	12	11	3	10	19	22	4	9	12	17	10	3	7	12	0.435	-0.5375	0.095	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR368W	0	1206	233	145	0	0.289655172	0.95	0	2	15	3	45579	5.02	0.102	-0.129	14	18	26	30	7	8	35	18	9	35	38	31	7	22	10	38	23	0	10	22	0.35	-0.369077	0.079801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR369C	0	432	557	145	0.29	0.289655172	0.85	0	5	0	0	15472	4.5	0.844	0.843	14	6	5	7	0	5	18	10	2	6	15	9	3	1	2	7	8	2	0	23	0.906	0.021678	0.020979	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR370C	1	1812	494	557	0.220647773	0.362657092	0.99	0	2	0	8	67373	4.47	0.154	0.085	37	18	27	36	8	27	51	38	7	31	50	35	13	34	31	50	34	6	23	47	0.461	-0.271807	0.104478	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR371C	0	2694	624	494	0.258	0.220647773	0.83	1	1	0	3	100939	6.64	0.133	0.05	31	49	52	66	20	19	44	49	24	59	70	51	17	40	55	96	63	6	36	50	0.438	-0.46689	0.091416	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR372C	1	1665	362	624	0.361878453	0.206730769	0.77	0	1	0	2	60522	10.28	0.114	0.001	24	18	57	29	3	47	11	21	6	25	48	36	5	25	33	92	50	0	8	16	0.404	-0.780686	0.059567	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR373W	1	2556	362	450	0.361878453	0.475555556	1.33	0	2	37	3	94103	7.02	0.127	0.05	35	23	89	47	7	41	41	46	23	36	99	60	13	31	37	102	60	7	15	39	0.432	-0.595887	0.06228	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YOR375C	0	1365	2153	278	0.58	0.521582734	0.99	1	1	0	1	49570	5.5	0.586	0.706	35	19	20	17	6	21	36	48	4	29	28	28	8	18	15	38	22	6	19	37	0.825	-0.263656	0.094714	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR377W	0	1578	874	1707	0.148741419	0	0.8	1	0	61	2	61036	6.94	0.148	0.044	17	23	31	27	14	21	37	27	17	36	51	37	12	30	27	34	23	9	23	29	0.442	-0.368571	0.118095	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR378W	0	1548	1707	231	0.172	0	1.01	2	2	123	3	56110	8.34	0.099	0.048	55	13	12	13	7	18	12	47	8	34	50	16	17	45	23	49	32	17	15	32	0.416	0.507185	0.149515	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR380W	0	1641	231	2614	0	0	1.41	0	0	8	1	61287	7.77	0.108	0.035	43	32	25	27	13	25	27	21	22	34	56	24	7	14	31	41	36	9	16	43	0.419	-0.197985	0.071429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR381W	0	2136	2614	742	0.054	0.036	0.88	5	1	196	2	80589	7.07	0.125	0.049	54	24	26	27	15	18	37	50	18	45	73	37	17	43	27	44	38	12	51	55	0.434	0.152321	0.149086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR382W	0	462	940	448	0.35	0.542410714	1.27	0	0	98	1	15302	9.12	0.285	0.454	17	1	6	4	0	2	3	9	0	5	8	7	3	3	3	32	30	0	5	15	0.673	0.096732	0.052288	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR383C	0	615	508	448	0.696	0.542410714	1.22	0	0	0	1	19836	4.02	0.546	0.621	43	0	3	5	0	2	12	12	2	5	8	5	3	3	1	40	44	3	4	9	0.768	0.010784	0.04902	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR384W	0	2085	508	1394	0.700787402	0.002	0.9	6	0	39	1	80292	8.89	0.091	-0.042	45	34	22	28	12	12	43	44	24	50	75	48	15	44	18	42	36	21	34	47	0.381	0.024928	0.142651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR385W	0	873	1394	923	0	0	0.86	1	0	101	0	34063	9.21	0.153	0.021	6	19	11	21	6	17	12	15	9	21	20	21	5	21	14	25	15	1	18	13	0.433	-0.598966	0.137931	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR386W	0	1698	923	1084	0	0	0.73	0	1	71	1	66273	9.9	0.147	0.051	25	29	36	29	9	21	31	24	13	34	51	49	18	25	22	46	30	16	31	26	0.443	-0.535044	0.127434	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL001W	0	1125	276	647	0	0.096	0.87	0	4	11	9	43872	5.14	0.155	0.021	19	19	19	33	2	12	30	11	6	25	37	33	3	23	11	31	12	6	19	23	0.43	-0.504545	0.128342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL002C	0	702	276	218	0	0	0.91	0	3	0	4	26954	5.51	0.123	0.009	10	10	9	16	5	11	19	12	4	15	29	20	7	14	4	19	6	4	6	13	0.414	-0.236052	0.103004	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL003W	0	1389	362	218	0.428176796	0	0.82	0	4	26	4	52852	5.07	0.097	-0.07	24	20	24	30	9	20	32	22	6	25	63	30	8	17	18	28	26	6	23	31	0.359	-0.216667	0.099567	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL004C	0	1026	362	325	0.428176796	0.649230769	0.81	1	1	0	9	38071	4.44	0.255	0.268	34	17	9	26	0	16	41	16	7	15	29	21	5	8	17	28	16	3	11	22	0.559	-0.656305	0.064516	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL006W	0	3513	782	342	0.111253197	0.002923977	0.95	0	3	60	0	132644	4.93	0.133	0.046	66	35	62	57	39	45	71	57	12	81	127	64	22	90	48	91	63	16	45	79	0.44	0.112479	0.12906	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YPL007C	1	1767	782	111	0.024	0	0.82	0	2	0	1	67683	6.18	0.114	-0.033	25	18	46	30	9	13	39	19	11	42	63	43	15	29	23	54	37	12	26	34	0.399	-0.240816	0.113946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL008W	0	2586	448	111	0.022321429	0	0.82	1	4	34	1	98805	7.91	0.111	-0.037	34	40	57	51	15	33	59	34	17	60	86	74	19	37	36	77	46	6	35	45	0.394	-0.481649	0.090592	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL009C	0	3117	448	232	0.022321429	0	0.81	0	5	0	1	119068	5.53	0.186	0.115	45	39	67	74	7	48	113	44	15	63	102	127	16	31	31	90	43	10	26	47	0.486	-0.870617	0.064547	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL010W	1	570	314	232	0.461783439	0	0.73	0	4	17	3	21687	4.89	0.187	0.157	10	6	8	13	0	15	15	10	4	15	24	14	4	7	5	13	7	1	9	9	0.505	-0.37619	0.089947	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL011C	1	1062	314	232	0.461783439	0.413793103	0.88	0	2	0	7	40296	4.5	0.119	-0.015	20	18	24	29	2	18	33	11	5	22	39	21	9	12	13	31	23	3	8	12	0.399	-0.65949	0.065156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL012W	1	3687	372	232	0.086021505	0.413793103	0.87	0	4	25	10	137507	7	0.178	0.151	87	55	67	70	15	43	84	47	19	88	134	95	24	52	46	117	69	7	31	78	0.495	-0.216287	0.07329	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL014W	0	1146	663	292	0.479638009	0.239726027	1.33	0	1	81	3	42477	9.28	0.133	0.118	21	23	39	18	4	25	12	6	4	15	43	12	5	15	33	52	30	2	8	14	0.457	-0.611811	0.065617	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL015C	0	1074	663	851	0.562	0.085781434	1.57	0	4	0	0	39979	5.65	0.142	0.05	22	11	12	26	7	15	27	21	12	16	34	30	5	19	20	29	14	3	9	25	0.436	-0.410924	0.086835	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL016W	1	3945	779	851	0.825417202	0.146	1.18	0	3	66	8	147937	9.38	0.152	0.075	63	36	214	52	8	111	51	33	13	86	140	79	17	54	63	132	75	5	31	51	0.461	-0.667047	0.068493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL017C	0	1500	779	1715	0.728	0.928	1.43	2	0	0	0	54156	5.87	0.087	-0.017	43	19	20	26	11	28	27	40	10	34	52	25	13	15	21	34	26	1	15	39	0.388	0.004209	0.062124	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL018W	0	1110	632	2252	0.295886076	0.554	1.33	0	1	57	9	42782	8.73	0.108	-0.008	10	23	30	25	7	18	21	15	7	28	48	29	9	14	8	24	24	2	11	16	0.408	-0.464769	0.073171	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YPL019C	0	2508	632	332	0.282	0.171686747	0.93	2	2	0	3	96553	7.48	0.188	0.111	37	44	61	59	2	29	59	28	14	48	90	73	7	44	40	70	36	10	32	52	0.474	-0.572455	0.102994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL020C	1	1866	332	648	0.171686747	0	0.98	0	5	0	8	72377	10.27	0.153	0.04	23	45	46	45	5	21	41	26	9	39	48	67	12	26	20	58	35	8	24	23	0.438	-0.927214	0.093398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YPL021W	0	564	1101	648	0.003	0	0.78	0	0	68	0	20613	10.77	0.105	-0.044	10	11	11	6	6	8	7	14	2	10	14	21	3	7	13	25	8	2	4	5	0.363	-0.702139	0.069519	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL022W	0	3303	384	1101	0.158854167	0	0.74	0	5	32	13	126369	5.21	0.124	-0.008	46	53	76	78	10	45	96	38	24	75	126	85	18	40	40	88	54	12	29	67	0.408	-0.512273	0.073636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL023C	0	1974	384	96	0.158854167	0	0.95	2	2	0	1	73941	5.12	0.144	0.11	46	32	24	42	6	20	52	43	17	49	64	37	10	30	33	54	36	12	22	28	0.466	-0.336986	0.097412	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL024W	0	726	1333	96	0.374	0	1.09	0	2	58	2	26859	9.73	0.134	0.02	14	10	20	19	3	13	9	14	0	17	21	24	4	10	6	22	11	3	4	17	0.427	-0.43361	0.070539	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL026C	0	1509	1333	272	0.436	0.466911765	1.18	1	2	0	1	57843	4.91	0.151	0.066	16	16	35	35	12	43	29	15	16	31	56	24	10	23	16	45	32	3	20	25	0.46	-0.464143	0.091633	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL027W	0	738	372	272	0.228494624	0.466911765	0.97	0	0	23	1	28399	10.65	0.138	0.115	11	16	13	4	5	6	19	11	7	11	19	29	6	11	16	23	12	3	11	12	0.47	-0.741633	0.102041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL028W	1	1197	376	372	0.651595745	0.228494624	1.15	1	3	24	5	41728	7.38	0.366	0.464	53	11	19	19	6	16	22	38	6	25	29	30	5	12	15	27	16	3	7	39	0.677	0.011307	0.055276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL030W	0	1704	505	259	0.16039604	0.111969112	1.01	0	3	41	0	64855	8.77	0.144	0.05	26	29	38	26	8	22	39	26	21	46	41	43	9	25	31	46	25	8	17	41	0.449	-0.454321	0.088183	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL031C	0	1020	505	653	0.162	0.362940276	1.1	10	2	0	5	34906	8.37	0.14	0.122	12	13	17	15	3	14	18	19	10	14	42	22	9	12	17	18	19	5	11	15	0.467	-0.380984	0.091803	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL032C	0	2478	653	679	0.376	0.310751105	1.06	1	2	0	5	92143	9.39	0.164	0.11	41	27	78	28	3	64	45	25	20	50	75	52	19	36	51	112	53	3	14	29	0.473	-0.642424	0.064242	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL033C	0	846	679	152	0.258	0	1.37	0	1	0	0	31925	7.41	0.108	-0.048	6	7	14	12	7	6	22	15	8	30	33	27	3	15	6	29	17	1	10	13	0.401	-0.088968	0.092527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL034W	0	498	1025	152	0.27	0	1.04	0	1	61	2	18904	10.47	0.129	-0.023	1	7	4	8	4	2	8	10	6	8	21	23	3	5	11	17	10	3	6	8	0.384	-0.540606	0.084848	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL036W	0	2844	942	1025	0.372611465	0.094	1.05	8	2	69	2	102171	4.75	0.3	0.385	103	34	31	53	9	26	61	76	13	69	89	46	22	37	34	71	56	15	23	79	0.629	0.144773	0.079197	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL037C	0	474	942	359	0.45	0.512534819	1.82	1	4	0	3	17020	6.53	0.615	0.662	21	2	9	11	0	13	11	10	4	6	14	18	3	6	6	7	5	0	1	10	0.799	-0.557325	0.044586	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL038W	0	534	161	359	0.180124224	0.512534819	1.31	1	0	5	3	19557	9.98	0.095	0.057	14	13	9	9	5	7	11	10	7	12	18	15	3	3	8	16	8	0	1	8	0.425	-0.531638	0.022599	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL039W	0	951	223	6	0.295964126	0	1.06	0	0	12	0	36115	8.55	0.116	-0.001	15	21	13	17	7	15	19	14	13	18	28	20	10	16	8	34	19	1	9	19	0.407	-0.424367	0.082278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL041C	0	624	251	410	0.270916335	0.42195122	1.22	0	1	0	0	24166	10.92	0.086	-0.047	5	13	10	7	3	6	6	11	4	10	35	17	7	16	12	12	14	4	6	9	0.352	-0.014976	0.125604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL042C	0	1668	410	1043	0.42195122	0.074	1.47	6	3	0	16	62847	10.4	0.119	0.044	45	34	33	26	5	28	25	36	19	32	48	41	16	15	25	31	31	6	27	32	0.426	-0.505225	0.086486	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL043W	1	2058	282	1043	0.304964539	0	0.96	0	3	12	38	77825	9.81	0.202	0.148	50	50	39	57	6	16	65	38	9	28	41	88	16	24	24	38	33	3	12	48	0.497	-0.957518	0.056934	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
YPL045W	0	2397	316	282	0.006329114	0.304964539	0.96	0	4	13	5	92740	7.04	0.124	0.001	38	30	38	53	15	37	53	30	12	66	98	74	17	36	24	52	36	11	40	38	0.418	-0.258897	0.109023	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YPL046C	0	300	316	382	0.006329114	0	0.99	0	3	0	4	11328	4.18	0.071	-0.145	6	3	2	8	0	2	13	3	1	8	11	7	4	4	4	11	3	0	5	4	0.326	-0.326263	0.090909	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL047W	0	300	313	382	0.03514377	0	1.04	0	2	17	0	11285	7.26	0.122	0.153	5	9	7	6	3	9	5	5	2	8	12	2	1	1	2	8	8	0	4	2	0.49	-0.610101	0.050505	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL048W	0	1248	561	313	0.472370766	0.03514377	1.75	1	2	57	1	47087	8.9	0.396	0.509	41	14	24	31	2	11	23	18	3	15	34	43	8	20	25	22	21	11	19	30	0.707	-0.465542	0.120482	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL049C	0	1359	561	514	0.528	0.361867704	1.82	0	1	0	13	49356	9.31	0.094	-0.014	36	24	33	21	1	19	28	26	12	16	19	28	14	9	37	65	30	2	16	16	0.383	-0.981858	0.059735	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL050C	0	1188	514	219	0.372	0.365296804	1.18	1	2	0	5	45954	6.85	0.216	0.233	27	16	21	21	1	18	29	19	16	29	40	29	11	21	18	19	19	7	19	15	0.549	-0.423797	0.118987	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL051W	0	597	284	219	0.021126761	0.365296804	0.97	4	2	17	7	22782	6.31	0.128	0.06	9	10	8	12	2	9	17	10	3	17	19	17	6	6	6	15	8	4	6	14	0.452	-0.341414	0.080808	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL052W	0	606	614	284	0.359934853	0.021126761	1.15	0	0	52	1	23722	8.12	0.162	0.031	3	6	28	12	2	6	11	7	5	10	36	18	3	8	3	12	8	4	10	9	0.428	-0.467662	0.109453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL053C	0	1341	614	453	0.226	0.187637969	1.1	7	0	0	3	52128	5.25	0.16	0.046	23	17	28	31	7	17	34	23	9	36	27	35	12	34	20	30	15	12	18	18	0.455	-0.492377	0.143498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL054W	0	906	768	453	0.342447917	0.187637969	1.19	0	4	78	0	33596	7.41	0.16	0.11	17	8	38	8	8	20	13	10	9	15	15	13	7	16	20	51	10	1	14	8	0.478	-0.757807	0.10299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL055C	0	999	768	256	0.382	0.05859375	1.63	0	1	0	1	37309	10.11	0.109	0.064	14	26	32	16	2	16	16	24	11	6	18	15	5	3	23	50	19	0	27	9	0.425	-1.33795	0.090361	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL056C	0	306	256	372	0.05859375	0.5	1.33	0	0	0	1	11331	10.32	0.1	0.131	7	7	3	2	5	3	2	0	2	4	18	4	1	10	12	12	5	0	0	4	0.44	0.370297	0.09901	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL057C	0	1149	372	1531	0.5	0.214	1.38	1	0	0	1	44808	9.62	0.157	0.037	15	16	16	25	7	7	16	15	9	28	49	36	7	22	18	30	20	9	24	13	0.429	-0.238482	0.143979	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL058C	0	4536	1531	810	0.592	0.280246914	1.11	8	2	0	0	171064	6.82	0.287	0.315	115	70	69	67	31	53	91	95	36	79	136	77	47	82	52	116	76	27	77	115	0.591	-0.094904	0.123097	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL061W	0	1503	1218	432	0.406	0.196759259	1.25	8	0	53	0	54414	5.18	0.52	0.62	44	17	27	27	7	11	36	45	4	35	38	37	11	21	21	24	37	4	16	38	0.775	-0.1406	0.082	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL064C	0	906	322	55	0.217391304	0	1.16	0	2	0	2	35026	5.76	0.13	0.007	15	20	16	22	4	9	34	13	2	21	23	33	8	13	11	16	18	5	5	13	0.424	-0.806312	0.076412	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YPL065W	0	729	254	55	0	0	1.03	0	3	17	2	27702	5.1	0.156	0.057	15	7	18	20	1	11	16	4	6	23	26	20	2	10	4	20	19	1	9	10	0.464	-0.415289	0.082645	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
